mobile_price,mobile_color,dual_sim,disp_size,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight,res_dim_1,res_dim_2,p_cam_max,p_cam_count,f_cam_max,f_cam_count,2G,3G,4G,4GVOLTE,5G
10995,Gold,Dual Sim,5.5,other,8,1.6,16,2,3000,152.4,78.6,7.6,170.0,1280,720,13,1,5,1,1,1,1,0,0
9999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,48,3,8,1,1,1,1,1,0
9999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,48,3,8,1,1,1,1,1,0
8999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,13,3,8,1,1,1,1,1,0
8999,Other,Dual Sim,6.6,Android 10,8,2.0,64,4,5000,76.8,165.0,8.7,185.0,1600,720,13,3,8,1,1,1,1,1,0
10999,Blue,Dual Sim,5.93,Android Oreo 8.1,8,2.0,64,4,4000,75.0,158.0,8.4,190.0,1080,2160,16,1,16,1,1,1,1,1,0
11499,Other,Dual Sim,6.53,Android 10,8,2.3,64,4,4000,76.88,162.5,8.95,194.0,2340,1080,48,2,16,1,1,1,1,1,0
11499,Other,Dual Sim,6.53,Android 10,8,2.3,64,4,4000,76.88,162.5,8.95,194.0,2340,1080,48,2,16,1,1,1,1,1,0
10999,Red,Dual Sim,5.93,Android Oreo 8.1,8,2.0,64,4,4000,75.0,158.0,8.4,190.0,1080,2160,16,1,16,1,1,1,1,1,0
10999,Other,Dual Sim,6.2,Android Oreo 8.1,8,1.4,32,3,4000,75.3,156.7,8.3,150.0,1500,720,13,2,16,1,1,1,1,0,0
10999,Black,Dual Sim,6.2,Android Oreo 8.1,8,1.4,32,3,4000,75.3,156.7,8.3,150.0,1500,720,13,2,16,1,1,1,1,0,0
7699,Blue,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
7699,Other,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
9999,Black,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
9999,Other,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
9999,Blue,Dual Sim,6.19,Android Pie 9,8,2.39,64,4,4000,74.8,153.9,7.9,159.0,1500,720,13,2,13,2,1,1,1,0,0
7599,Other,Dual Sim,5.99,other,8,2.0,32,3,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
11999,Blue,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
11999,Black,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,1440,720,13,1,20,1,1,1,0,1,0
11999,Gold,Dual Sim,5.65,other,8,1.4,64,4,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
8499,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
8499,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
8499,Black,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,2,16,1,1,1,1,0,0
7599,Black,Dual Sim,5.99,other,8,2.0,32,3,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
19999,Black,Dual Sim,5.98,other,8,2.6,128,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
9599,Blue,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.21,Android Pie 9,8,2.0,32,3,4000,75.0,156.0,7.9,155.0,720,1520,13,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,3,32,1,1,1,1,1,0
9599,Other,Dual Sim,6.6,Android Pie 9,8,2.0,64,4,4000,76.0,164.0,7.9,178.0,720,1600,16,3,32,1,1,1,1,1,0
9999,Gold,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Black,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Blue,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
9999,Red,Dual Sim,5.65,other,8,1.4,32,3,4000,72.85,153.0,8.4,150.0,720,1440,13,1,20,1,1,1,0,1,0
7699,Black,Dual Sim,5.99,other,8,2.0,64,4,4500,75.25,158.25,8.65,175.0,1080,2160,12,1,16,1,1,1,0,1,0
17999,Black,Dual Sim,5.98,other,8,2.6,64,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
17999,Red,Dual Sim,5.98,other,8,2.6,64,6,4350,82.38,166.38,7.95,197.0,1080,1920,12,2,16,1,1,1,0,1,0
18999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Other,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
21499,Other,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Other,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Blue,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Red,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Blue,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
21499,Blue,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
21499,Red,Dual Sim,6.67,Android 10,8,2.2,256,8,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
17499,Red,Dual Sim,6.67,Android 10,8,2.2,64,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18499,Other,Dual Sim,6.67,Android 10,8,2.2,128,6,4500,76.6,165.3,8.79,208.0,2400,1080,64,4,20,2,1,1,1,1,0
18999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
18999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
22999,Red,Dual Sim,6.18,Android Oreo 8.1,8,2.8,256,8,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
18999,Other,Dual Sim,6.18,Android Oreo 8.1,8,2.8,128,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Blue,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
19999,Black,Dual Sim,6.18,Android Oreo 8.1,8,2.8,64,6,4000,75.3,155.5,8.8,180.0,2160,1080,12,2,20,1,1,1,0,1,0
14999,Other,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Other,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Other,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Blue,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
16999,Black,Dual Sim,6.67,Android 10,8,2.3,128,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
14999,Black,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
14999,Blue,Dual Sim,6.67,Android 10,8,2.3,64,6,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Black,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
13999,Blue,Dual Sim,6.67,Android 10,8,2.3,64,4,5000,76.68,165.75,8.8,209.0,2400,1080,48,4,16,1,1,1,1,0,0
12490,Other,Dual Sim,6.5,Android Pie 9,8,2.3,64,4,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
14990,Other,Dual Sim,6.5,Android Pie 9,8,2.3,128,6,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
14990,Black,Dual Sim,6.5,Android Pie 9,8,2.3,128,6,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
12490,Black,Dual Sim,6.5,Android Pie 9,8,2.3,64,4,4230,75.5,163.9,8.3,180.0,1600,720,12,3,8,1,1,1,1,1,0
16990,Other,Dual Sim,6.5,Android Pie 9,8,1.8,128,4,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
9990,Black,Dual Sim,6.22,Android Pie 9,8,1.8,32,3,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
9990,Blue,Dual Sim,6.22,Android Pie 9,8,1.8,32,3,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
8990,Blue,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
18990,Other,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
18990,Blue,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
16990,Black,Dual Sim,6.5,Android 10,8,2.0,128,6,5000,75.5,162.0,8.9,192.0,2400,1080,12,4,16,1,1,1,1,1,0
16990,Other,Dual Sim,6.5,Android 10,8,2.0,128,6,5000,75.5,162.0,8.9,192.0,2400,1080,12,4,16,1,1,1,1,1,0
8990,Blue,Dual Sim,6.22,Android Pie 9,8,1.8,32,2,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
8990,Other,Dual Sim,6.22,Android Pie 9,8,1.8,32,2,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
11990,Other,Dual Sim,6.2,Android Oreo 8.1,8,2.3,64,4,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
15990,Other,Dual Sim,6.5,Android Pie 9,8,1.8,128,8,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
18990,Black,Dual Sim,6.4,Android Pie 9,8,2.1,128,8,4000,73.3,160.2,7.9,172.0,2400,1080,48,4,16,1,1,1,1,1,0
15899,Gold,Dual Sim,6.2,Android Oreo 8.1,8,2.3,64,4,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
29990,Other,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
29990,Blue,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
29990,Black,Dual Sim,6.4,Android 10,8,2.2,128,8,4025,73.4,158.8,8.1,175.0,2400,1080,64,4,44,2,0,0,1,1,0
12990,Black,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
14990,Black,Dual Sim,6.5,Android Pie 9,8,2.1,64,6,4000,76.1,161.3,8.8,190.0,2340,1080,48,2,16,1,1,1,1,1,0
41990,Other,Dual Sim,6.6,Android Pie 9,8,2.8,256,8,4065,77.2,162.0,9.3,215.0,2340,1080,48,3,16,1,1,1,1,1,0
38990,Blue,Dual Sim,6.5,Android Pie 9,8,2.2,256,8,4000,74.3,160.0,9.5,189.0,2340,1080,48,4,16,1,1,1,1,0,0
60990,Blue,Dual Sim,6.4,other,8,2.649,256,8,3730,74.2,156.7,9.6,186.0,2340,1080,16,2,25,1,1,1,1,1,0
60990,Red,Dual Sim,6.4,other,8,2.649,256,8,3730,74.2,156.7,9.6,186.0,2340,1080,16,2,25,1,1,1,1,1,0
29999,Black,Dual Sim,6.5,Android Pie 9,8,2.2,256,8,4000,75.8,161.8,8.67,195.0,2340,1080,48,4,16,1,1,1,1,0,0
14499,Other,Dual Sim,5.7,other,8,2.5,64,4,3180,73.1,150.5,7.7,143.0,1440,720,13,1,8,1,1,1,0,1,0
15990,Other,Dual Sim,6.52,Android Pie 9,8,1.8,128,8,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
13744,Blue,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
12990,Red,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,2,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
9490,Black,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
18989,Black,Dual Sim,6.41,Android Oreo 8.1,8,1.95,64,6,3600,75.5,158.3,7.4,156.0,2340,1080,16,2,25,1,1,1,1,1,0
19990,Red,Dual Sim,6.3,other,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,2340,1080,16,2,25,1,1,1,1,1,0
19038,Blue,Dual Sim,6.41,Android Oreo 8.1,8,1.95,64,6,3600,75.5,158.3,7.4,156.0,2340,1080,16,2,25,1,1,1,1,1,0
17990,Other,Dual Sim,6.53,Android Pie 9,8,2.1,128,6,4020,76.1,162.0,8.3,188.0,1080,2340,48,2,16,1,1,1,1,1,0
8490,Red,Dual Sim,6.1,Android Pie 9,8,2.0,32,2,4000,77.35,154.4,8.35,165.0,720,1560,8,1,5,1,1,1,1,1,0
13990,Gold,Dual Sim,6.2,Android Oreo 8.1,8,1.8,64,3,4230,75.4,155.9,8.1,168.0,1520,720,13,2,16,1,1,1,1,1,0
19990,Blue,Dual Sim,6.3,other,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,2340,1080,16,2,25,1,1,1,1,1,0
19600,Blue,Dual Sim,6.41,Android Oreo 8.1,8,1.95,64,4,3600,75.5,158.3,7.4,156.0,2340,1080,16,2,25,1,1,1,1,1,0
21150,Other,Dual Sim,6.3,other,8,2.0,64,6,3500,74.0,156.7,7.99,169.0,2340,1080,16,2,25,1,1,1,1,1,0
17500,Blue,Dual Sim,6.2,Android Oreo 8.1,8,1.8,64,4,4230,75.4,155.9,8.1,168.0,1520,720,13,2,16,1,1,1,1,1,0
12990,Red,Dual Sim,6.2,Android Oreo 8.1,8,2.3,32,3,4230,75.4,155.9,8.2,170.0,1520,720,13,2,8,1,1,1,1,1,0
14495,Red,Dual Sim,6.2,Android Oreo 8.1,8,1.8,64,4,4230,75.6,156.2,8.2,168.0,1520,720,13,2,8,1,1,1,1,0,0
9500,Red,Dual Sim,6.2,Android Oreo 8.1,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1520,720,13,2,8,1,1,1,1,0,0
9500,Other,Dual Sim,6.2,Android Oreo 8.1,8,1.8,16,2,4230,75.6,156.2,8.2,168.0,1520,720,13,2,8,1,1,1,1,0,0
13990,Other,Dual Sim,6.52,Android Pie 9,8,1.8,128,4,5000,75.6,163.6,9.1,195.0,1600,720,48,4,16,1,1,1,1,1,0
11490,Black,Dual Sim,6.22,Android Pie 9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
11490,Blue,Dual Sim,6.22,Android Pie 9,8,1.8,64,4,4230,75.5,155.9,8.3,165.0,1520,720,13,2,5,1,1,1,1,1,0
16990,Other,Dual Sim,6.5,Android Pie 9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,2340,1080,48,2,16,1,1,1,1,1,0
16990,Black,Dual Sim,6.5,Android Pie 9,8,2.1,128,6,4000,76.1,161.3,8.8,190.0,2340,1080,48,2,16,1,1,1,1,1,0
31590,Other,Dual Sim,6.4,Android Oreo 8.1,8,2.2,128,8,3700,74.6,157.6,7.9,183.0,2340,1080,12,2,25,1,1,1,1,0,0
13490,Black,Dual Sim,5.7,other,8,2.5,32,3,3180,73.1,150.5,7.7,143.0,1440,720,13,1,8,1,1,1,0,1,0
9490,Red,Dual Sim,5.7,other,8,2.5,16,2,3180,73.1,150.5,7.7,143.0,1440,720,13,1,8,1,1,1,1,1,0
22990,Red,Dual Sim,6.23,other,8,2.0,64,4,3400,75.3,156.0,7.8,158.0,2280,1080,16,1,25,1,1,1,1,0,0
13990,Other,Dual Sim,6.53,Android Pie 9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1080,2340,48,2,16,1,1,1,1,1,0
13990,Other,Dual Sim,6.53,Android Pie 9,8,2.1,128,4,4020,76.1,162.0,8.3,188.0,1080,2340,48,2,16,1,1,1,1,1,0
17990,Other,Dual Sim,6.53,Android Pie 9,8,2.1,128,6,4020,76.1,162.0,8.3,188.0,1080,2340,48,2,16,1,1,1,1,1,0
18990,Gold,Dual Sim,5.5,other,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1280,720,13,1,16,1,1,1,1,0,0
18990,Other,Dual Sim,5.5,other,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1280,720,13,1,16,1,1,1,1,0,0
18990,Gold,Dual Sim,5.5,other,8,1.4,64,4,3075,76.0,154.5,7.38,160.0,1280,720,13,1,16,1,1,1,0,1,0
8490,Blue,Dual Sim,5.2,other,8,1.8,16,3,3000,73.8,148.1,7.6,137.0,1280,720,13,1,5,1,1,1,0,1,0
12990,Other,Dual Sim,6.2,Android Oreo 8.1,8,1.8,32,3,4230,75.6,156.2,8.2,168.0,1520,720,13,2,8,1,1,1,1,0,0
18000,Gold,Dual Sim,5.5,other,8,1.5,64,4,3200,75.2,153.3,7.3,153.0,1920,1080,13,1,16,2,1,1,1,0,0
13500,Red,Dual Sim,6.2,Android Oreo 8.1,8,1.8,32,4,4230,75.6,156.1,8.2,170.0,1520,720,13,2,8,1,1,1,0,1,0
13990,Red,Dual Sim,5.7,other,8,2.5,64,4,3180,73.1,150.5,7.7,143.0,1440,720,13,1,8,1,1,1,0,1,0
17000,Other,Dual Sim,6.3,other,8,2.0,64,4,3500,74.0,156.7,7.99,169.0,2340,1080,16,2,16,1,1,1,1,1,0
15000,Other,Dual Sim,6.2,Android Oreo 8.1,8,1.8,64,4,4230,75.6,156.2,8.2,168.0,1520,720,13,2,8,1,1,1,1,0,0
41990,Black,Dual Sim,6.6,Android Pie 9,8,2.8,256,8,4065,77.2,162.0,9.3,215.0,2340,1080,48,3,16,1,1,1,1,1,0
38990,Black,Dual Sim,6.6,Android Pie 9,8,2.8,128,6,4065,77.2,162.0,9.3,215.0,2340,1080,48,3,16,1,1,1,1,1,0
